رقم الحديث;طرف الحديث;اسم الصحابي الراوي;تخريج الحديث;درجة الحديث
2799;«أَنَّ خَيَّاطًا دَعَا رَسُولَ اللهِ ﷺ لِطَعَامٍ صَنَعَهُ، قَالَ أَنَسٌ: فَذَهَبْتُ مَعَ رَسُولِ اللهِ...»;أنس بن مالك رضي الله عنه;الجماعة إلا ابن ماجه;متفق عليه
2800;«مَنْ صَنَعَ طَعَامًا فَلْيُجِبْ، فَإِنْ شَاءَ أَكَلَ، وَإِنْ شَاءَ تَرَكَ»;جابر بن عبد الله رضي الله عنه;أحمد، ومسلم، وأبو داود;صحيح
2801;«إِذَا دُعِيَ أَحَدُكُمْ إِلَى طَعَامٍ وَهُوَ صَائِمٌ فَلْيَقُلْ: إِنِّي صَائِمٌ»;أبو هريرة رضي الله عنه;مسلم، وأبو داود، والترمذي;صحيح
2802;«أَنَّ رَسُولَ اللهِ ﷺ دَخَلَ عَلَى رَجُلٍ مِنَ الْأَنْصَارِ وَمَعَهُ صَاحِبٌ لَهُ، فَقَالَ: إِنْ كَانَ عِنْدَكَ مَاءٌ بَاتَ...»;جابر بن عبد الله رضي الله عنه;أحمد، والبخاري، وأبو داود، وابن ماجه;صحيح
2803;«لَا يَحِلُّ لِامْرَأَةٍ تُؤْمِنُ بِاللهِ وَالْيَوْمِ الْآخِرِ أَنْ تُسَافِرَ مَسِيرَةَ يَوْمٍ وَلَيْلَةٍ إِلَّا مَعَ ذِي مَحْرَمٍ»;أبو هريرة رضي الله عنه;الجماعة (البخاري، مسلم، أحمد، أبو داود، الترمذي، النسائي، ابن ماجه);متفق عليه
2804;«لَا تُسَافِرِ الْمَرْأَةُ ثَلَاثَةَ أَيَّامٍ إِلَّا مَعَ ذِي مَحْرَمٍ»;ابن عمر رضي الله عنهما;مالك، وأحمد، والبخاري، ومسلم، والترمذي، وابن ماجه;متفق عليه
2805;«لَا تُسَافِرِ الْمَرْأَةُ يَوْمَيْنِ إِلَّا وَمَعَهَا زَوْجُهَا أَوْ ذُو مَحْرَمٍ»;أبو سعيد الخدري رضي الله عنه;أحمد، والبخاري، ومسلم، وأبو داود، والنسائي;متفق عليه
2806;«لَا تُسَافِرِ الْمَرْأَةُ بَرِيدًا إِلَّا مَعَ زَوْجِهَا أَوْ مَحْرَمٍ»;أبو هريرة رضي الله عنه;أبو داود، والحاكم وصححه، وأصله في مسلم;صحيح
2807;«لَا يَخْلُوَنَّ رَجُلٌ بِامْرَأَةٍ إِلَّا وَمَعَهَا ذُو مَحْرَمٍ، وَلَا تُسَافِرِ الْمَرْأَةُ إِلَّا مَعَ ذِي مَحْرَمٍ...»;ابن عباس رضي الله عنهما;أحمد، والبخاري، ومسلم;متفق عليه
2808;«انْطَلِقْ فَاحْجُجْ مَعَ امْرَأَتِكَ»;ابن عباس رضي الله عنهما;أحمد، والبخاري، ومسلم;متفق عليه
2809;«لَمَّا قَدِمَ مُعَاذٌ مِنَ الشَّامِ سَجَدَ لِلنَّبِيِّ ﷺ قَالَ: مَا هُذَا يَا مُعَاذُ؟...»;معاذ بن جبل;رواه أحمد وابن ماجه، وله طرق عليلة أخرى.;ضعيف الإسناد (في إسناده علي بن زيد بن جدعان وهو ضعيف)
2810;«شَهِدَ حَجَّةَ الْوَدَاعِ مَعَ النَّبِيِّ... ثُمَّ قَالَ: اسْتَوْصُوا بِالنِّسَاءِ خَيْراً، فَإِنَّهُنَّ عِنْدَكُمْ عَوَانٍ...»;عمرو بن الأحوص;رواه ابن ماجه والترمذي وصححه.;صحيح
2811;«سَأَلَهُ رَجُلٌ: مَا حَقُّ الْمَرْأَةِ عَلَى الزَّوْجِ؟ قَالَ: تُطْعِمُهَا إِذَا طَعِمْتَ، وَتَكْسُوهَا إِذَا اكْتَسَيْتَ...»;معاوية القشيري;رواه أحمد وأبو داود وابن ماجه.;صحيح
2812;«أَنْفِقْ عَلَى عِيَالِكَ مِنْ طَوْلِكَ، وَلَا تَرْفَعْ عَنْهُمْ عَصَاكَ أَبداً، وَأَخِفْهُمْ فِي اللَّهِ»;معاذ بن جبل;رواه الإمام أحمد في المسند.;منقطع (عبد الرحمن بن جبير لم يسمع من معاذ)
2813;«لَا يَحِلُّ لِلْمَرأَةِ أَنْ تَصُومَ وَزَوْجُهَا شَاهِدٌ إِلَّا بِإِذْنِهِ»;أبو هريرة;أخرجه البخاري ومسلم، ورواه الخمسة إلا النسائي بزيادة «يَوْماً مِنْ غَيْرِ رَمَضَانَ».;متفق عليه
2814;«أَنَّ النَّبِيَّ ﷺ كَانَ لَا يَطْرُقُ أَهْلَهُ لَيْلاً، وَكَانَ يَأْتِيهِمْ غُدْوَةً أَوْ عَشِيَّةٌ»;أنس بن مالك;أخرجه البخاري ومسلم وأحمد.;متفق عليه
2815;«إِذَا أَطَالَ أَحَدُكُمُ الْغَيْبَةَ فَلَا يَطْرُقْ أَهْلَهُ لَيْلا»;جابر بن عبد الله;أخرجه البخاري ومسلم وأحمد.;متفق عليه
2816;«كُنَّا مَعَ النَّبِيِّ ﷺ فِي غَزْوَةِ... أَمْهِلُوا حَتَّى نَدْخُلَ لَيْلاً... لِكَيْ تَمْتَشِطَ الشَّعِثَةُ وَتَسْتَحِدَّ الْمُغِيبَةُ»;جابر بن عبد الله;أخرجه البخاري ومسلم وأحمد.;متفق عليه
2817;«نَهَى النَّبِيُّ ﷺ أَنْ يَطْرُقَ الرَّجُلُ أَهْلَهُ لَيْلاً يَتَخَوَّنُهُمْ أَوْ يَطْلُبُ عَثَرَاتِهِمْ»;جابر بن عبد الله;انفرد بإخراجه مسلم في صحيحه.;صحيح
2818;«أَنَّ النَّبِيَّ ﷺ لَمَّا تَزَوَّجَهَا أَقَامَ عِنْدَهَا ثَلَاثَةَ أَيَّامٍ وَقَالَ: إِنَّهُ لَيْسَ بِكِ هَوَانٌ عَلَى أَهْلِكِ...»;أم سلمة أم المؤمنين;رواه أحمد ومسلم وأبو داود وابن ماجه، ورواه الدارقطني بلفظ آخر في إسناده الواقدي وهو ضعيف جداً.;صحيح (ورواية اللفظ الآخر ضعيفة جداً)
2819;«مِنَ السُّنَّةِ إِذَا تَزَوَّجَ الْبِكْرَ عَلَى الثَّيِّبِ أَقَامَ عِنْدَهَا سَبْعاً... وَإِذَا تَزَوَّجَ الثَّيِّبَ...»;أنس بن مالك (قول أبي قلابة);أخرجاه البخاري ومسلم في الصحيحين.;صحيح في حكم المرفوع
2820;«لِلْبِكْرِ سَبْعَةُ أَيَّامٍ وَلِلطَّيِّبِ ثَلَاثُ ثُمَّ يَعُودُ إِلَى نِسَائِهِ»;أنس بن مالك;رواه الدارقطني في السنن.;صحيح
2821;«لَمَّا أَخَذَ النَّبِيُّ ﷺ صَفِيَّةَ أَقَامَ عِنْدَهَا ثَلَاثًا وَكَانَتْ ثَيِّباً»;أنس بن مالك;رواه أحمد وأبو داود.;صحيح
2822;«كَانَ لِلنَّبِيِّ ﷺ تِسْعُ نِسْوَةٍ، وَكَانَ إِذَا قَسَم بَيْنَهُنَّ لَا يَنْتَهِي إِلَى الْمَرْأَةِ الْأُولَى إِلَى تِسْعِ...»;أنس بن مالك;رواه مسلم في الصحيح.;صحيح
2823;«مَا مِنْ يَوْمٍ إِلَّا وَهُوَ يَطُوفُ عَلَيْنَا جَمِيعاً... فَيَدْنُو وَيَلْمَسُ مِنْ غَيْرِ مَسِيسٍ...»;عائشة أم المؤمنين;رواه أحمد وأبو داود، وله لفظ متفق عليه في الصحيحين بلفظ: «كَانَ إِذَا انْصَرَفَ مِنْ صَلَاةِ الْعَصْرِ دَخَلَ عَلَى نِسَائِهِ...».;متفق عليه بأصله
2824;«مَنْ كَانَتْ لَهُ امْرَأَتَانِ يَمِيلُ إِلَى إِحْدَاهُمَا عَلَى الْأُخْرَى، جَاءَ يَوْمَ الْقِيَامَةِ يَجُرُّ أَحَد شِقَيْهِ سَاقِطَاً أو مائلاً»;أبو هريرة;رواه الخمسة.;صحيح
2825;«كَانَ رَسُولُ اللهِ ﷺ يَقْسِمُ فَيَعْدِلُ ويَقُولُ: اللَّهُمَّ هُذَا قَسْمِي فِيمَا أَمْلِكُ، فَلَا تَلُمْنِي فِيمَا تَمْلِكُ وَلَا أَمْلِكُ»;عائشة أم المؤمنين;رواه الخمسة إلا أحمد، ورجح الترمذي والنسائي رواية الإرسال من طريق حماد بن زيد عن أيوب عن أبي قلابة.;الصحيح أنه مرسل
2826;«قُلْتُ: يَا رَسُولَ اللهِ، لَوْ رَأَيْتَنِي وَدَخَلْتُ عَلَى حَفْصَةَ فَقُلْتُ لَهَا: لَا يَغُرَّنَّكِ أَنْ كَانَتْ جَارَتُكَ أَوْضَأَ مِنْكِ... فَتَبَسَّمَ»;عمر بن الخطاب;أخرجه البخاري ومسلم وأحمد.;متفق عليه
2827;«أَنَّ رَسُولَ اللهِ ﷺ كَانَ يَسْأَلُ فِي مَرَضِهِ الَّذِي مَاتَ فِيهِ: أَيْنَ أَنَا غَدَاً؟... يُرِيدُ يَوْمَ عَائِشَةَ...»;عائشة أم المؤمنين;أخرجه البخاري ومسلم وأحمد.;متفق عليه
2828;«كَانَ إِذَا أَرَادَ أَنْ يَخْرُجَ سَفَراً أَقْرَعَ بَيْنَ أَزْوَاجِهِ، فَأَيَّتُهُنَّ خَرَجَ سَهْمُهَا خَرَجَ بِهَا مَعَهُ»;عائشة أم المؤمنين;أخرجه البخاري ومسلم وأحمد.;متفق عليه
2829;«أَنَّ سَوْدَةَ بِنْتَ زَمْعَةَ وَهَبَتْ يَوْمَهَا لِعَائِشَة، وَكَانَ النَّبِيُّ ﷺ يَقْسِمُ لِعَائِشَةَ يَوْمَهَا وَيَوْمٍ سَوْدَةَ»;عائشة أم المؤمنين;أخرجه البخاري ومسلم وأحمد.;متفق عليه
2830;«في قوله تعالى: ﴿وَإِنِ امْرَأَةً خَافَتْ مِنْ بَعْلِهَا نُشُوزًا﴾... قالت: هي المرأة تكون عند الرجل لا يستكثر منها فيريد طلاقها...»;عائشة أم المؤمنين;أخرجه البخاري ومسلم بطرقه ورواياته التفسيرية.;متفق عليه (وله ألفاظ وروايات)
2831;«كَانَ عِنْدَ رَسُولِ اللهِ ﷺ تِسْعٌ وَكَانَ يَقْسِمُ لِثَمَانٍ وَلَا يَقْسِمُ لِوَاحِدَةٍ (وهي صفية)»;عبد الله بن عباس;رواه أحمد ومسلم.;صحيح
2832;«أَنَّ النَّبِيَّ ﷺ طَلَّقَ حَفْصَةَ ثُمَّ رَاجَعَهَا»;عمر بن الخطاب;رواه أبو داود والنسائي وابن ماجه، وله طريق عند أحمد من حديث عاصم بن عمر.;صحيح
2833;«قُلْتُ: يَا رَسُولَ اللهِ، إِنَّ لِي امْرَأَةً - فَذَكَرَ مِنْ بَذَاءتِهَا -، قَالَ: طَلَّقْهَا...»;لقيط بن صبرة;رواه أحمد وأبو داود.;صحيح
2834;«أَيُّمَا امْرَأَةٍ سَأَلَتْ زَوْجَهَا الطَّلَاقَ فِي غَيْرِ مَا بَأْسٍ فَحَرَامٌ عَلَيْهَا رَائِحَةُ الْجَنَّةِ»;ثوبان مولى رسول الله;رواه الخمسة إلا النسائي.;صحيح
2835;«أَبْغَضُ الْحَلَالِ إِلَى اللَّهِ الطَّلَاقُ»;عبد الله بن عمر;رواه أبو داود وابن ماجه.;معروف ومشهور
2836;«كَانَتْ تَحْتِي امْرَأَةٌ أُحِبُّهَا وَكَانَ أَبِي يَكْرَهُهَا فَأَمَرَنِي أَنْ أُطَلِّقَهَا فَأَمَرْني النَّبِيُّ: طَلِّقِ امْرَأَتَكَ»;عبد الله بن عمر;رواه الخمسة إلا النسائي وصححه الترمذي.;صحيح
2837;حديث ابن عمر أنه طلق امرأته وهي حائض: «مُرْهُ فَلْيُرَاجِعْهَا، ثُمَّ لِيُمْسِكْهَا حَتَّى تَطْهُرَ...»;عبد الله بن عمر;رواه الجماعة إلا الترمذي، ومسلم والنسائي;صحيح (ثابت في الصحيحين)
2838;«إِذَا طَلَّقْتَ امْرَأَتَكَ مَرَّةً أَوْ مَرَّتَيْنِ فَإِنَّ رَسُولَ اللَّهِ ﷺ أَمَرَنِي بِهَذَا، وَإِنْ كُنْتَ طَلَّقْتَ ثَلاثاً فَقَدْ حَرُمَتْ عَلَيْكَ...»;عبد الله بن عمر;رواه أحمد ومسلم والنسائي;صحيح (متفق عليه)
2839;حديث رُكانة بن عبد يزيد أنه طلق امرأته سُهيمة البتة: «وَاللَّهِ مَا أَرَدْتُ إِلَّا وَاحِدَةً... فَرَدَّهَا إِلَيْهِ»;ركانة بن عبد يزيد;الشافعي، أبو داود، والدارقطني;صحيح (أصح الضعيفين وقيل صحيح لطرقه)
2840;"حديث سهل بن سعد في اللعان: «يَا رَسُولَ اللَّهِ، ظَلَمْتُهَا إِنْ أَمْسَكْتُهَا؛ هِيَ الطَّلَاقُ، وَهِيَ الطَّلَاقُ، وَهِيَ الطَّلَاقُ»";سهل بن سعد الساعدي;أصله في الصحيحين وأبو داود;صحيح (ثابت في المتفق عليه)
2841;«يَا ابْنَ مَالِكٍ، أَنَّ مَلِكَ غَسَّانَ كَتَبَ إِلَيَّ... طَلِّقْهَا أَوْ سَرِّحْهَا؟ بَلْ طَلِّقْهَا مِائَةً»;عبد الله بن عمر (أو عمر بن الخطاب);رواه أبو داود والدارقطني;ضعيف (في إسناده عطاء الخراساني)
2842;حديث محمود بن لبيد: أُخْبِرَ رَسُولُ اللهِ ﷺ عَنْ رَجُلٍ طَلَّقَ امْرَأَتَهُ ثَلَاثَ تَطْلِيقَاتٍ جَمِيعاً، فَقَامَ غَضْبَانَ...;محمود بن لبيد (مرسل صحابي);رواه النسائي;صحيح الإسناد (مرسل قوي)
2843;«ثَلَاثٌ جِدُّهُنَّ جِدٌّ، وَهَزْلُهُنَّ جِدٌّ: النِّكَاحُ، وَالطَّلَاقُ، وَالرَّجْعَةُ»;أبو هريرة;رواه أبو داود والترمذي وحسنه;حسن بشواهده (وفيه علة نسيان)
